Curricular units 1st sem (credited),Debtor,Curricular units 1st sem (grade),Curricular units 2nd sem (without evaluations),Target,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Mother's occupation,Previous qualification,International,Marital status,Father's occupation,Curricular units 1st sem (without evaluations),Age at enrollment,Curricular units 2nd sem (enrolled),Nacionality,Daytime/evening attendance,Tuition fees up to date,Application mode,Curricular units 2nd sem (approved),Mother's qualification,Father's qualification,Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Curricular units 2nd sem (grade)
0,0,0.0,0,Graduate,0,0,3,1,0,1,6,0,19,0,1,1,1,1,0,3,2,0,0,0,0.0
0,1,11.0,0,Dropout,6,1,10,1,0,1,7,0,31,6,1,1,0,12,0,13,27,0,10,15,0.0
0,1,13.0,0,Dropout,6,3,5,1,0,1,8,0,32,10,1,1,0,12,6,22,27,4,14,8,11.428571428571429
0,0,12.599999999999998,0,Graduate,8,7,5,1,0,1,10,0,19,8,1,1,1,7,7,2,28,0,12,12,12.599999999999998
8,0,12.2,0,Graduate,10,10,1,6,0,1,1,0,34,10,1,1,1,13,9,19,24,5,12,11,12.333333333333334
0,0,13.166666666666666,0,Graduate,6,6,1,1,0,1,1,0,21,6,1,1,1,7,6,23,12,0,6,6,13.0
4,0,11.0,0,Graduate,7,6,10,1,0,1,8,0,53,7,1,1,1,14,7,22,27,2,9,16,11.0
0,0,14.014285714285714,0,Graduate,7,7,5,1,0,1,8,0,19,8,1,1,1,1,8,13,14,0,8,7,15.35
0,0,13.0,0,Graduate,6,4,10,1,0,1,6,0,20,6,1,1,1,1,4,23,28,0,13,9,11.25
0,0,14.0,0,Graduate,6,6,10,1,0,1,10,0,18,6,1,1,1,1,6,1,14,0,6,6,14.666666666666666
0,0,0.0,0,Dropout,0,0,28,1,0,1,44,0,32,0,1,1,0,12,0,22,28,0,0,0,0.0
0,0,14.428571428571429,0,Graduate,8,7,10,1,0,1,10,0,21,8,1,1,1,14,7,22,27,0,8,8,14.428571428571429
0,0,0.0,0,Dropout,5,0,10,3,0,1,5,0,26,5,1,0,0,4,0,22,10,0,10,9,0.0
11,0,11.833333333333334,5,Graduate,18,18,5,14,0,1,8,10,26,13,1,1,1,13,13,1,1,9,27,45,12.461538461538462
0,0,11.333333333333334,0,Dropout,5,3,5,14,0,2,10,0,21,5,1,0,0,15,1,1,27,0,10,12,13.0
0,0,12.5,0,Graduate,6,6,6,1,0,1,6,0,18,6,1,1,1,8,6,22,27,0,9,9,13.0
4,0,13.333333333333334,0,Graduate,12,12,6,14,0,1,10,0,21,12,1,1,1,14,11,13,27,5,12,12,12.545454545454543
0,0,10.833333333333334,0,Enrolled,6,6,10,1,0,1,6,0,21,6,1,1,1,1,4,23,14,0,10,10,11.0
0,0,13.0,0,Graduate,6,6,8,1,0,1,8,0,19,6,1,1,1,8,6,13,14,0,6,6,14.0
0,0,10.0,0,Dropout,5,2,10,1,0,1,8,0,19,5,1,1,1,8,2,13,14,0,11,7,14.0
0,0,11.428571428571429,0,Graduate,6,6,6,1,0,1,6,0,19,6,1,1,1,14,5,23,28,0,11,8,11.2
0,0,12.8875,0,Graduate,8,8,8,3,0,1,8,0,27,8,1,1,1,4,8,22,28,0,8,8,12.8875
0,0,12.95,0,Graduate,7,6,10,1,0,1,5,0,18,7,1,1,1,1,6,22,1,0,7,7,12.95
0,0,10.0,0,Dropout,5,1,10,1,0,1,10,2,20,5,1,1,1,1,0,13,14,0,5,12,0.0
0,0,13.094285714285714,0,Graduate,7,7,6,1,0,1,6,0,19,8,1,1,1,1,8,1,1,0,8,7,12.55
0,0,0.0,0,Dropout,6,0,8,1,0,1,8,0,20,6,1,1,1,1,0,1,1,0,6,7,0.0
0,0,11.714285714285714,0,Graduate,6,5,8,1,0,1,7,0,19,6,1,1,1,8,6,13,28,0,11,12,11.0
0,0,11.25,0,Enrolled,6,4,6,1,0,1,6,0,20,6,1,1,1,8,3,13,1,0,15,8,10.0
0,0,0.0,0,Dropout,0,0,8,1,0,1,11,0,20,0,1,1,1,1,0,23,14,0,0,0,0.0
0,0,13.166666666666666,0,Graduate,6,6,10,1,0,1,6,0,18,6,1,1,1,1,6,22,27,0,6,6,13.333333333333334
0,0,12.75,0,Graduate,5,4,6,1,0,1,5,0,20,5,1,1,1,1,5,13,1,0,5,7,13.4
0,0,10.6,0,Dropout,5,5,10,1,0,2,10,0,38,5,1,0,0,12,2,22,27,0,9,6,11.0
0,0,11.2,0,Graduate,6,5,10,1,0,4,8,0,42,6,1,0,1,12,6,22,27,0,6,8,12.0
0,0,0.0,0,Dropout,7,0,10,1,0,1,7,0,32,8,1,1,1,12,0,22,27,0,0,0,0.0
0,0,13.0,0,Graduate,6,6,5,1,1,1,6,0,22,6,12,1,1,6,6,13,14,0,6,6,13.666666666666666
0,0,0.0,0,Dropout,5,0,12,1,0,2,12,0,28,5,1,0,1,12,0,19,24,0,5,10,0.0
0,0,0.0,0,Dropout,6,0,9,7,0,2,11,0,37,6,1,0,1,12,0,22,27,0,0,0,0.0
0,0,14.166666666666666,0,Graduate,6,6,10,14,0,2,5,0,43,6,1,1,1,15,6,22,28,0,9,8,15.0
0,0,12.833333333333334,0,Graduate,6,5,10,1,0,6,8,0,41,6,1,0,1,12,6,22,1,0,6,10,12.333333333333334
0,0,11.75,0,Graduate,6,4,10,12,0,4,4,0,29,6,1,0,1,12,5,22,27,0,9,11,10.4
0,0,10.833333333333334,0,Graduate,6,6,10,1,0,1,10,0,35,6,1,0,1,12,6,22,27,0,7,8,11.5
0,0,11.75,0,Dropout,6,4,5,1,0,1,3,0,18,6,1,1,1,8,4,1,3,0,8,8,12.25
0,0,11.5,0,Dropout,7,3,10,12,0,1,7,0,39,7,1,1,0,12,2,22,27,0,9,14,10.5
0,0,10.0,0,Enrolled,5,2,10,1,0,4,10,0,37,5,1,0,1,12,3,22,27,0,7,14,11.333333333333334
0,0,13.7,0,Graduate,7,6,10,1,0,1,8,0,26,7,1,1,1,12,6,22,27,0,7,7,13.7
0,0,14.0,4,Dropout,5,1,5,3,0,1,12,2,32,5,1,1,1,4,0,13,15,0,12,8,0.0
3,1,11.375,0,Enrolled,8,7,7,1,0,2,9,0,37,7,1,0,1,12,6,22,27,2,10,12,12.166666666666666
0,1,0.0,0,Enrolled,6,0,29,1,0,1,35,0,28,6,1,1,1,12,0,22,14,0,6,17,0.0
0,0,0.0,0,Dropout,6,0,1,1,0,1,1,4,19,6,1,1,1,1,0,13,27,0,0,10,0.0
0,0,11.0,0,Enrolled,5,1,8,1,0,1,8,0,18,5,1,1,1,1,2,22,28,0,9,9,12.5
0,0,13.0,0,Graduate,7,6,10,1,0,1,10,0,19,7,1,1,1,1,7,13,28,0,7,10,13.285714285714286
4,0,13.6,0,Graduate,11,8,8,3,0,2,8,0,32,8,1,1,1,4,8,22,27,2,10,15,15.11111111111111
0,0,11.0,0,Dropout,5,3,10,1,0,2,10,0,31,5,1,1,1,12,2,22,27,0,9,8,11.5
0,0,11.705714285714285,0,Enrolled,8,7,3,1,0,1,6,0,34,8,1,1,1,12,7,3,1,0,11,11,11.705714285714285
6,0,13.25,0,Graduate,12,12,4,1,0,1,4,0,20,11,1,1,1,1,11,1,1,4,14,12,14.333333333333334
0,0,10.75,0,Dropout,7,1,10,12,0,1,10,0,28,7,1,1,1,12,1,23,28,0,10,15,10.0
2,0,12.0,0,Enrolled,6,6,7,14,0,1,7,0,31,7,1,0,1,15,7,22,27,2,8,8,13.428571428571429
0,0,12.666666666666666,0,Enrolled,6,6,5,1,0,1,11,0,18,6,1,1,1,1,4,13,28,0,8,7,12.25
0,0,11.4,0,Dropout,6,5,12,12,0,4,8,0,31,6,1,0,0,12,3,22,27,0,9,8,11.0
0,0,13.0,0,Graduate,6,6,6,1,0,1,6,0,19,6,1,1,1,1,5,13,14,0,8,6,12.4
0,0,14.0,0,Graduate,6,6,10,1,0,1,5,0,19,6,1,1,1,1,6,22,14,0,8,8,12.285714285714286
0,0,0.0,0,Enrolled,6,0,10,12,0,2,10,0,31,5,1,1,1,12,0,22,27,0,10,11,0.0
0,0,0.0,0,Dropout,6,0,10,3,0,1,11,0,34,6,1,1,1,4,0,1,14,0,0,0,0.0
0,0,15.285714285714286,0,Graduate,7,7,10,1,0,1,8,0,18,8,1,1,1,7,8,22,27,0,8,7,16.075
0,0,13.166666666666666,0,Graduate,6,6,8,1,0,1,8,0,18,6,1,1,1,8,6,22,27,0,6,6,12.666666666666666
0,1,13.6,5,Graduate,5,5,4,1,0,1,4,0,19,5,1,1,1,1,5,3,14,0,11,7,12.833333333333334
0,0,0.0,0,Dropout,4,0,1,1,0,1,3,0,22,4,1,1,0,8,0,3,5,0,8,8,0.0
6,0,11.4,0,Graduate,10,10,1,1,0,2,1,0,32,9,1,1,1,14,4,19,24,4,9,12,11.5
0,0,0.0,0,Dropout,5,0,10,1,0,1,3,0,61,5,1,1,1,12,0,22,3,0,0,0,0.0
0,0,11.0,0,Graduate,5,5,10,1,0,1,10,0,30,5,1,0,1,12,5,22,27,0,5,7,11.6
0,1,0.0,0,Dropout,5,0,10,1,0,2,10,0,45,5,1,0,0,12,0,22,27,0,11,9,0.0
0,0,13.571428571428571,0,Graduate,6,6,5,14,0,1,9,0,20,6,1,1,1,15,6,1,14,0,6,7,12.666666666666666
0,0,0.0,0,Dropout,7,0,2,1,0,1,11,0,19,8,1,1,1,9,0,13,1,0,0,0,0.0
4,0,11.25,0,Dropout,10,4,3,1,0,1,10,0,26,11,1,1,1,13,4,3,1,4,11,14,12.0
0,0,13.333333333333334,0,Dropout,5,3,5,1,0,1,12,0,19,5,1,1,1,8,1,1,1,0,5,6,11.0
0,0,12.0,0,Graduate,6,6,10,1,0,1,10,0,19,6,1,1,1,8,6,13,27,0,7,6,11.666666666666666
0,0,12.5,0,Graduate,6,6,10,1,0,1,5,0,19,6,1,1,1,1,5,23,1,0,7,6,13.0
0,0,13.2,0,Graduate,5,5,6,1,0,1,6,0,19,5,1,1,1,1,5,1,14,0,6,6,12.666666666666666
0,0,0.0,0,Dropout,5,0,1,1,0,1,1,0,19,4,1,1,0,1,0,11,9,0,4,5,0.0
0,0,11.666666666666666,1,Dropout,5,3,1,1,0,1,1,0,28,5,1,1,0,12,2,19,24,0,8,7,11.5
10,0,13.466666666666669,0,Graduate,15,15,10,1,0,1,10,1,24,14,1,1,1,14,14,22,27,10,14,16,13.642857142857142
0,0,13.666666666666666,0,Graduate,5,3,3,1,0,1,5,0,18,5,1,1,1,1,5,3,1,0,5,7,13.2
0,0,11.666666666666666,2,Enrolled,5,2,6,1,0,1,6,0,18,5,1,1,1,1,2,23,28,0,9,9,12.5
0,0,11.666666666666666,0,Graduate,6,6,4,1,0,1,8,0,18,6,1,1,1,1,5,1,3,0,12,7,10.2
0,0,13.4,0,Graduate,6,5,3,14,0,1,9,0,21,6,1,1,1,15,5,4,1,0,9,9,12.4
0,0,0.0,0,Dropout,5,0,10,1,0,2,6,0,28,5,1,0,0,12,0,13,27,0,6,5,0.0
0,0,0.0,0,Dropout,6,0,10,9,0,1,11,0,58,6,1,1,1,12,0,22,14,0,6,9,0.0
0,0,0.0,0,Dropout,5,0,1,1,0,2,1,0,49,5,1,0,0,12,0,19,24,0,5,5,0.0
0,0,10.666666666666666,0,Enrolled,5,3,4,1,0,1,6,0,24,5,1,1,1,12,2,1,28,0,9,6,10.5
0,0,13.75,0,Graduate,5,4,1,1,0,1,1,0,25,5,1,1,1,14,4,19,24,0,5,5,14.75
0,0,10.0,0,Dropout,5,1,8,1,0,4,4,0,33,5,1,1,1,13,0,22,28,0,5,5,0.0
0,0,0.0,0,Dropout,5,0,8,12,0,2,8,0,33,5,1,1,0,12,0,22,27,0,5,11,0.0
0,0,16.0,0,Graduate,2,1,8,1,0,2,8,0,40,4,1,1,1,14,4,22,27,0,5,4,15.5
0,0,12.285714285714286,0,Graduate,5,5,10,1,0,2,4,0,48,5,1,0,1,12,5,22,14,0,8,9,11.125
0,1,12.0,0,Enrolled,5,3,10,1,0,1,4,0,18,5,1,1,0,8,3,1,14,0,8,10,10.333333333333334
0,0,12.666666666666666,1,Graduate,7,6,10,12,0,1,9,1,24,7,1,1,1,12,6,23,28,0,7,7,12.666666666666666
0,0,11.8,1,Graduate,5,5,30,1,0,2,29,0,23,5,1,1,1,1,4,13,14,0,7,6,13.25
0,1,10.6,0,Dropout,5,5,8,12,0,1,6,0,39,5,1,0,0,12,5,13,27,0,7,6,14.666666666666666
5,0,11.9,0,Graduate,11,9,10,1,0,1,7,0,21,9,1,1,1,9,8,1,28,3,14,16,12.25
4,0,11.25,0,Dropout,6,4,7,6,0,1,7,0,34,5,1,1,1,13,2,20,25,1,8,8,10.5
0,0,11.0,0,Enrolled,5,4,5,1,0,2,5,0,41,5,1,0,1,12,5,13,14,0,6,9,11.4
0,0,12.0,0,Graduate,6,6,5,1,0,1,6,0,18,6,1,1,1,1,6,1,28,0,6,6,12.5
0,0,11.75,0,Enrolled,5,4,10,1,0,2,4,0,34,5,1,0,1,12,4,23,28,0,10,10,10.833333333333334
0,0,10.0,0,Dropout,5,2,3,1,0,1,11,0,19,5,1,1,1,1,1,1,1,0,8,8,16.0
0,0,13.714285714285714,0,Graduate,8,7,4,1,0,1,4,0,19,8,1,1,1,1,7,13,14,0,8,8,13.714285714285714
0,0,14.875,0,Graduate,6,6,5,4,0,1,7,0,28,6,1,1,1,4,6,1,1,0,12,14,15.8
0,0,10.8,0,Dropout,6,5,6,1,0,1,1,1,18,6,1,1,1,8,0,1,1,0,6,7,0.0
0,0,12.0,0,Dropout,6,3,4,1,0,1,5,0,19,6,1,1,1,1,2,2,2,0,12,11,10.0
0,1,12.5,0,Dropout,6,5,10,1,0,1,2,0,19,6,1,1,0,8,2,13,28,0,19,10,13.5
0,0,14.728571428571428,0,Graduate,7,7,10,1,0,1,3,0,18,8,1,1,1,8,8,1,3,0,11,7,16.327272727272728
0,0,12.0,0,Graduate,6,6,3,1,0,1,3,0,18,6,1,1,1,1,5,3,3,0,8,8,14.8
0,0,11.428571428571429,0,Dropout,6,6,4,1,0,1,4,0,18,6,1,1,1,1,6,1,3,0,7,8,11.0
3,0,14.166666666666666,0,Graduate,6,6,5,14,0,1,10,0,19,6,1,1,1,15,6,3,14,2,6,6,13.5
1,0,12.5,0,Graduate,6,5,29,3,0,2,43,0,31,6,1,1,1,4,5,22,27,0,10,12,14.6
0,0,14.166666666666666,0,Graduate,6,6,10,1,0,1,9,0,33,6,1,0,1,12,6,22,27,0,6,6,14.333333333333334
0,0,14.46,0,Enrolled,7,5,19,1,0,1,26,0,20,7,1,1,1,1,6,3,1,0,8,10,13.55
0,0,12.8,0,Enrolled,6,5,7,14,1,1,5,0,22,6,3,1,1,15,2,13,1,0,19,12,11.5
0,0,12.666666666666666,0,Graduate,6,6,4,1,0,1,4,0,19,6,1,1,1,8,5,1,14,0,8,8,13.4
0,0,12.5,0,Dropout,6,6,1,1,0,1,1,0,18,6,1,1,1,1,6,19,24,0,6,6,13.0
0,0,0.0,0,Dropout,6,0,6,1,0,1,6,0,18,6,1,1,1,8,0,23,1,0,0,0,0.0
0,0,0.0,0,Dropout,6,0,10,1,0,1,10,0,18,6,1,1,0,1,0,13,28,0,0,0,0.0
0,0,0.0,0,Graduate,0,0,3,1,0,1,6,0,18,0,1,1,1,1,0,3,4,0,0,0,0.0
0,0,11.2,0,Graduate,5,5,8,1,0,1,8,0,19,5,1,1,1,8,3,13,14,0,5,8,11.0
0,0,16.5,0,Dropout,6,6,4,1,0,1,5,0,18,6,1,1,1,8,6,1,3,0,7,6,17.428571428571427
0,0,13.666666666666666,0,Graduate,5,3,6,1,0,1,6,1,18,5,1,1,1,8,5,3,14,0,5,9,12.0
0,0,15.228571428571428,0,Graduate,8,7,10,1,0,1,7,0,18,8,1,1,1,8,7,22,27,0,8,8,15.228571428571428
5,0,12.77777777777778,0,Graduate,9,9,10,16,0,1,11,0,21,9,1,1,1,17,9,22,27,4,9,10,13.22222222222222
0,0,14.428571428571429,0,Graduate,8,7,6,1,0,1,6,0,18,8,1,1,1,1,7,13,27,0,8,8,14.428571428571429
0,0,13.875,0,Graduate,6,6,4,1,0,1,4,0,18,6,1,1,1,8,6,1,28,0,7,8,13.714285714285714
0,0,13.128,0,Graduate,7,7,10,1,0,1,11,0,18,8,1,1,1,1,6,13,14,0,13,10,13.193333333333332
0,0,11.605,0,Graduate,7,6,5,1,0,1,4,0,20,8,1,1,1,8,7,13,1,0,10,9,12.4125
0,0,14.6,0,Graduate,5,5,5,1,0,1,6,0,18,5,1,1,1,8,5,1,28,0,8,5,12.0
0,0,0.0,0,Dropout,6,0,5,1,0,1,6,0,18,6,1,1,1,1,0,13,1,0,0,0,0.0
0,0,11.8,0,Graduate,5,5,29,1,0,1,28,0,20,5,1,1,1,9,5,22,28,0,6,6,11.6
0,0,12.333333333333334,0,Graduate,6,6,10,1,0,1,9,0,20,6,1,1,1,8,6,13,14,0,6,6,12.333333333333334
0,1,11.0,0,Dropout,5,4,10,1,0,1,10,0,19,5,1,1,1,8,0,22,1,0,5,5,0.0
5,0,13.181818181818182,0,Graduate,11,11,4,1,0,1,6,0,19,11,1,1,1,16,11,3,1,5,11,11,12.909090909090908
0,1,11.0,0,Dropout,6,1,10,1,0,1,13,0,18,6,1,1,0,8,0,13,27,0,0,6,0.0
0,1,11.833333333333334,0,Graduate,6,6,5,1,0,1,10,0,19,6,1,1,1,8,6,1,1,0,7,6,12.285714285714286
0,0,12.98125,0,Graduate,8,8,5,1,0,1,8,0,20,8,1,1,1,1,8,1,28,0,8,8,12.98125
4,0,11.333333333333334,0,Graduate,7,6,5,14,0,1,10,0,21,5,1,1,1,15,5,13,1,1,6,10,11.2
0,0,11.68,0,Graduate,8,6,3,1,0,1,3,0,21,8,1,1,1,14,6,26,3,0,12,12,11.68
0,0,14.5,0,Graduate,6,6,10,1,0,1,10,0,20,6,1,1,1,8,6,23,28,0,7,6,13.5
0,0,13.142857142857142,0,Graduate,7,7,29,1,0,1,36,0,19,7,1,1,1,9,7,23,28,0,8,7,12.857142857142858
0,0,11.5,0,Dropout,5,2,5,1,0,1,12,0,21,5,1,1,0,8,2,1,14,0,7,8,10.5
0,0,14.2,0,Graduate,5,5,5,1,0,1,12,0,18,5,1,1,1,1,5,18,14,0,7,6,11.8
0,0,11.666666666666666,0,Graduate,6,5,10,1,0,1,10,0,19,6,1,1,1,1,5,13,27,0,7,8,12.2
0,0,13.175,0,Graduate,7,7,10,1,0,1,5,0,18,8,1,1,1,8,8,13,14,0,8,8,14.875
0,0,13.314285714285717,0,Graduate,8,7,10,1,0,1,10,0,19,8,1,1,1,1,7,1,1,0,8,8,13.314285714285717
0,0,10.6,0,Graduate,5,3,5,1,0,1,4,0,18,5,1,1,1,1,3,1,14,0,12,13,10.5
0,0,12.0,0,Enrolled,6,4,6,1,0,1,8,0,18,6,1,1,1,1,4,13,27,0,8,11,10.75
0,0,13.428571428571429,0,Graduate,6,6,9,1,0,1,9,0,18,6,1,1,1,1,6,22,27,0,7,7,14.142857142857142
0,0,13.25,0,Graduate,5,4,10,1,0,1,10,0,18,5,1,1,1,8,5,1,27,0,8,7,15.571428571428571
0,0,13.0,0,Dropout,6,2,8,1,0,1,8,0,18,6,1,1,1,8,0,23,14,0,6,6,0.0
0,0,14.333333333333334,0,Enrolled,6,6,10,1,0,1,8,0,18,6,1,1,1,1,6,1,28,0,7,6,14.0
0,0,0.0,0,Dropout,6,0,10,1,0,1,8,0,18,6,1,1,1,8,0,1,28,0,0,0,0.0
0,0,14.0,0,Graduate,6,6,5,1,0,1,3,0,18,6,1,1,1,1,6,1,3,0,6,6,13.166666666666666
1,0,12.0,0,Graduate,2,2,5,1,0,1,10,0,20,6,1,1,1,13,6,1,28,1,11,2,12.833333333333334
0,0,12.333333333333334,0,Enrolled,6,5,3,1,0,1,6,0,18,6,1,1,1,1,5,3,1,0,10,9,10.6
0,0,11.8,1,Graduate,6,5,5,1,0,1,6,0,18,6,1,1,1,8,5,1,14,0,7,8,10.4
0,0,12.791428571428572,1,Graduate,8,7,10,1,0,1,8,1,20,8,1,1,1,9,7,22,27,0,8,8,12.791428571428572
4,0,11.625,0,Graduate,8,8,10,1,0,4,7,0,40,7,1,1,1,14,5,22,27,3,12,8,11.2
0,0,11.994444444444444,0,Graduate,7,6,10,1,0,1,10,0,18,8,1,1,1,1,7,23,28,0,11,11,12.43142857142857
0,0,11.6,0,Graduate,6,5,5,1,0,1,8,0,19,6,1,1,1,1,5,13,14,0,12,9,12.2
0,0,0.0,0,Dropout,5,0,5,15,0,1,10,0,24,5,1,0,1,4,0,1,14,0,6,5,0.0
0,0,13.166666666666666,0,Dropout,6,6,3,1,0,1,11,0,19,6,1,1,1,1,6,3,28,0,7,8,13.166666666666666
0,0,14.1,0,Graduate,8,7,5,1,0,1,5,0,19,8,1,1,1,1,7,2,1,0,8,8,14.1
0,0,12.396666666666668,0,Graduate,7,6,10,1,0,1,7,0,20,8,1,1,1,1,7,1,14,0,9,8,12.94285714285714
0,0,15.014285714285714,0,Graduate,7,7,6,1,0,1,6,0,18,8,1,1,1,1,8,23,28,0,8,7,16.0875
0,0,0.0,0,Graduate,0,0,5,1,0,1,9,0,18,0,1,1,1,1,0,1,28,0,0,0,0.0
0,0,14.05,0,Graduate,7,7,5,1,0,1,8,0,19,8,1,1,1,8,8,13,27,0,8,8,15.1
0,0,14.85,0,Dropout,7,7,5,1,0,1,6,0,18,8,1,1,1,8,8,3,3,0,8,8,15.2
0,0,13.0,0,Graduate,6,6,3,14,0,1,3,0,19,6,1,1,1,15,5,3,3,0,19,10,13.0
0,0,14.7875,0,Graduate,7,7,10,1,0,1,8,0,19,8,1,1,1,1,8,22,27,0,8,8,15.8625
0,0,13.7,0,Graduate,7,7,6,1,0,1,8,0,19,8,1,1,1,1,7,13,14,0,9,7,14.671428571428574
0,0,12.495714285714286,0,Dropout,7,7,5,1,0,1,5,0,19,8,1,1,1,1,7,1,27,0,9,7,12.242857142857144
0,0,14.566666666666668,0,Graduate,7,6,2,1,0,1,8,0,19,7,1,1,1,1,6,1,28,0,7,7,14.566666666666668
0,1,11.2,0,Dropout,5,5,2,9,0,1,6,0,25,5,1,1,0,12,4,1,14,0,5,5,11.25
0,0,12.685714285714283,0,Graduate,8,7,5,1,0,1,11,0,20,8,1,1,1,1,7,13,14,0,8,8,12.685714285714283
5,1,13.571428571428571,0,Dropout,9,7,6,16,0,1,6,0,23,9,1,1,0,17,4,1,14,4,14,12,13.25
0,0,0.0,0,Dropout,6,0,8,1,0,1,8,0,20,6,1,1,1,1,0,13,14,0,0,0,0.0
0,0,11.0,0,Graduate,6,5,10,1,0,1,11,0,27,6,1,0,1,12,6,22,9,0,7,8,11.166666666666666
0,0,14.445,0,Graduate,8,8,5,1,0,1,5,0,18,8,1,1,1,1,8,13,1,0,8,8,14.445
0,1,13.6,0,Enrolled,6,5,6,1,0,1,11,0,18,6,1,1,1,1,4,13,1,0,10,9,11.75
7,1,14.0,0,Dropout,12,11,6,15,0,1,11,0,23,10,1,0,0,4,8,13,1,4,11,12,14.625
0,0,13.416666666666666,0,Graduate,7,6,6,1,0,1,7,0,19,7,1,1,1,1,6,23,27,0,7,7,13.416666666666666
0,0,12.333333333333334,0,Graduate,5,5,4,1,0,1,4,2,18,5,1,1,1,1,5,22,28,0,7,8,11.4
0,0,13.1,0,Graduate,7,7,10,1,0,1,9,0,20,8,1,1,1,14,8,1,14,0,8,8,14.8125
0,0,13.2,0,Graduate,6,4,10,1,0,1,10,0,18,6,1,1,1,1,5,13,14,0,10,9,12.8
0,0,14.75,0,Graduate,8,8,5,1,0,1,5,0,19,8,1,1,1,1,8,1,1,0,8,8,14.75
3,0,13.142857142857142,0,Graduate,6,6,9,14,0,1,9,0,19,6,1,1,1,15,6,13,14,2,6,7,14.333333333333334
0,0,12.5,0,Enrolled,6,4,6,1,0,1,6,0,19,6,1,1,1,1,5,23,27,0,9,9,12.5
0,0,13.75,0,Graduate,5,4,2,1,0,1,12,0,18,5,1,1,1,1,5,3,3,0,8,6,14.857142857142858
0,0,12.4,0,Graduate,6,5,10,1,0,1,6,0,18,6,1,1,1,1,6,22,27,0,7,11,13.0
0,0,13.333333333333334,0,Graduate,6,6,5,1,0,1,8,0,18,6,1,1,1,1,6,13,14,0,6,6,12.0
11,0,11.727272727272728,0,Dropout,11,11,10,1,0,1,10,0,28,8,1,1,0,2,8,13,28,8,8,11,12.0
0,0,12.5,0,Dropout,6,4,6,1,0,1,10,0,19,6,1,1,1,8,1,22,27,0,11,8,14.0
0,1,0.0,0,Dropout,0,0,3,1,0,1,4,0,20,0,1,1,1,14,0,3,1,0,0,0,0.0
0,0,13.533333333333331,0,Graduate,7,6,5,1,0,1,10,0,19,8,1,1,1,1,7,1,27,0,9,8,13.614285714285714
0,0,13.166666666666666,0,Graduate,6,6,5,1,0,1,1,0,20,6,1,1,1,1,6,1,14,0,6,6,12.666666666666666
0,0,13.2,0,Graduate,6,5,10,1,0,1,10,0,19,6,1,1,1,1,5,13,14,0,8,9,11.0
0,0,12.2,0,Enrolled,6,5,3,1,0,1,11,0,21,6,1,1,1,16,4,5,1,0,7,7,12.6
0,0,13.428571428571429,0,Graduate,7,7,10,1,0,1,5,0,19,7,1,1,1,1,7,1,14,0,7,7,14.857142857142858
1,0,12.714285714285714,0,Graduate,6,6,10,1,0,1,4,1,18,6,1,1,1,1,6,13,1,0,8,8,12.625
0,0,0.0,0,Dropout,6,0,3,1,0,1,2,0,19,6,1,1,1,8,0,3,1,0,0,0,0.0
0,0,13.666666666666666,0,Graduate,6,6,10,1,0,1,6,0,19,6,1,1,1,8,6,10,28,0,9,6,13.666666666666666
0,1,11.0,0,Graduate,6,5,18,1,0,1,16,0,20,6,1,1,1,1,6,23,14,0,6,6,13.166666666666666
0,0,11.4,0,Enrolled,7,5,5,1,0,1,1,0,18,7,1,1,1,8,6,1,1,0,9,11,13.333333333333334
0,0,0.0,0,Enrolled,0,0,6,1,0,1,8,0,18,0,1,1,1,14,0,13,14,0,0,0,0.0
0,0,12.0,0,Graduate,5,4,5,1,0,1,6,0,18,5,1,1,1,8,5,1,1,0,6,7,12.0
0,0,0.0,0,Dropout,6,0,6,1,0,1,9,0,18,6,1,1,1,8,0,13,14,0,0,6,0.0
0,0,11.0,0,Graduate,6,5,1,1,0,1,8,0,18,6,1,1,1,8,6,22,28,0,6,14,11.666666666666666
0,0,12.0,0,Dropout,6,5,5,1,0,1,5,0,20,6,1,1,1,9,6,13,14,0,8,12,11.571428571428571
0,0,13.308571428571428,0,Graduate,7,7,10,1,0,1,10,0,19,8,1,1,1,8,8,13,1,0,10,7,12.55
0,1,13.666666666666666,0,Dropout,6,3,10,1,0,1,10,0,21,6,1,1,0,1,3,22,27,0,7,8,10.666666666666666
0,1,0.0,0,Dropout,6,0,6,3,0,1,9,0,20,6,1,1,0,8,0,10,3,0,9,6,0.0
0,0,12.2,0,Graduate,6,5,10,1,0,1,10,0,18,6,1,1,1,1,4,22,28,0,8,10,11.25
0,0,12.666666666666666,0,Graduate,6,6,6,1,0,1,4,0,20,6,1,1,1,1,6,1,4,0,6,7,12.833333333333334
0,0,14.07125,0,Graduate,8,8,2,1,0,1,10,0,19,8,1,1,1,1,8,13,27,0,8,8,14.07125
0,0,14.25,4,Dropout,5,4,10,6,0,1,10,3,22,5,1,1,1,1,5,13,14,0,9,14,13.2
0,0,0.0,2,Dropout,6,0,10,1,0,1,10,0,22,2,1,1,0,8,0,13,14,0,2,0,0.0
0,0,12.0,0,Enrolled,6,3,8,1,0,1,6,0,18,6,1,1,1,1,4,23,28,0,8,10,10.25
